[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
but || you || but || you || 😀 || 🌈,but || you || but || you || 😀 || 🌈,6,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1, 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
#shetlife,#shetlif,1,3,,,1,2,,1,3333,[15],#shetlife,,#shetlif,hashtag,"[""negative"", -0.7249999999999999]",,,,,,,,4,"[0, 17]","[0, 13]","{""#shetlife"": 2}",2,acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",:-(,"[""EMOASC"", null, "":-(""]"
#shetlife,#shetlif,1,3,,,1,2,,1,3333,[15],#shetlife,,#shetlif,hashtag,"[""negative"", -0.7249999999999999]",,,,,,,,4,"[0, 17]","[0, 13]","{""#shetlife"": 2}",2,acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",:-(,"[""EMOASC"", null, "":-(""]"
?,?,1,2,1,1,,,1,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
but || you || 😀 || 🌈,but || you || 😀 || 🌈,4,1,"[3, 1, 1, 1]","[3, 2, 1, 1]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
😀 || 🌈,😀 || 🌈,2,3,"[3, 3]","[3, 3]",,,3,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀 || 🌈,😀 || 🌈,2,3,"[3, 3]","[3, 3]",,,3,,7777,[19],😀,😀^5,😀,EMOIMG,"[""positive"", 0.27]",71,"[0, 18]","[0, 16]",😀,5,0,,,,,,,realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]"
😀 || 🌈,😀 || 🌈,2,3,"[3, 3]","[3, 3]",,,3,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
😀 || 🌈,😀 || 🌈,2,3,"[3, 3]","[3, 3]",,,3,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
😀 || 🌈,😀 || 🌈,2,3,"[3, 3]","[3, 3]",,,3,,7777,[19],🌈,🌈^7,🌈,EMOIMG,"[""positive"", 0.27]",72,"[0, 19]","[0, 17]",🌈,7,0,,,,,,,liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
😀 || 🌈,😀 || 🌈,2,3,"[3, 3]","[3, 3]",,,3,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
explanation,explan,1,1,1,1,,,1,,5555,"[8, 2, 11, 4]",explanation,expla^5nation,explan,NN,"[""neutral"", 0.0]",28,"[0, 8]","[0, 6]",a,5,4,,,,,,,model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || but || you || 😀 || 🌈 || 😀,you || but || you || 😀 || 🌈 || 😀,6,1,"[3, 3, ""IGNOR"", 2, 1, ""IGNOR""]","[4, 3, ""IGNOR"", 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,NNP,"[""neutral"", 0.0]",50,"[1, 0]","[1, 0]",b,5,0,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
but || you || but || you || 😀,but || you || but || you || 😀,5,1,"[5, 3, ""IGNOR"", ""IGNOR"", 1]","[5, 4, ""IGNOR"", ""IGNOR"", 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
😫 || 1,😫 || 1,2,1,"[1, 1]","[1, 1]",,,1,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
😫 || 1,😫 || 1,2,1,"[1, 1]","[1, 1]",,,1,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
? || 1 || 😫,? || 1 || 😫,3,1,"[1, 1, 1]","[1, 1, 1]",,,1,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
? || 1 || 😫,? || 1 || 😫,3,1,"[1, 1, 1]","[1, 1, 1]",,,1,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
? || 1 || 😫,? || 1 || 😫,3,1,"[1, 1, 1]","[1, 1, 1]",,,1,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
but || you || 😀 || 🌈 || 😀,but || you || 😀 || 🌈 || 😀,5,1,"[3, 1, 2, 1, ""IGNOR""]","[3, 2, 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
