[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
realy,reali,1,4,2,4,1,3,2,1,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
to || se || you || -),to || se || you || -),4,1,"[0, 1, 0, 1]","[0, 1, 0, 1]",,,,,2222,[5],se,se^9,se,VB,"[""neutral"", 0.0]",12,"[0, 2]","[0, 2]",e,9,1,,,,,,,,,,,,,glad,"[""NN"", null, ""glad""]",to,"[""TO"", null, ""to""]"
to || se || you || -),to || se || you || -),4,1,"[0, 1, 0, 1]","[0, 1, 0, 1]",,,,,2222,[5],-),-)^4,-),EMOASC,"[""neutral"", 0.0]",13,"[0, 4]","[0, 4]",),4,1,,,,,,,,,glad,"[""NN"", null, ""glad""]",to,"[""TO"", null, ""to""]",se,"[""VB"", null, ""se""]",you,"[""PRP"", null, ""you""]"
about || it || ? || 1,about || it || ? || 1,4,1,"[0, 0, 1, 1]","[0, 0, 1, 1]",,,,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
about || it || ? || 1,about || it || ? || 1,4,1,"[0, 0, 1, 1]","[0, 0, 1, 1]",,,,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
tiny,tini,1,10,1,1,2,9,1,2,6666,"[3, 9]",tiny,tin^3y^2,tini,JJ,"[""neutral"", 0.0]",49,"[0, 0]","[0, 0]",n,3,2,"[0, 0]",11,"[0, 0]","[0, 0]","{""tin^3y^2"": 1, ""tiny"": 2}",3,,,,,,,,,,
tiny,tini,1,10,1,1,2,9,1,2,4444,[13],tiny,,tini,JJ,"[""neutral"", 0.0]",,,,,,,,5,"[0, 0]","[0, 0]","{""tiny"": 6}",6,,,,,,,,,,
but || it || was || also || very,but || it || was || also || veri,5,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 3]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very,but || it || was || also || veri,5,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 3]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very,but || it || was || also || veri,5,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 3]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very,but || it || was || also || veri,5,1,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 3]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
surprise || . || but || you,surpris || . || but || you,4,1,"[0, 0, 2, 2]","[0, 0, 2, 2]","[0, 0, 1, 1]","[0, 0, 2, 2]",,,6666,"[3, 9]",but,b^5ut,but,NNP,"[""neutral"", 0.0]",50,"[1, 0]","[1, 0]",b,5,0,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
surprise || . || but || you,surpris || . || but || you,4,1,"[0, 0, 2, 2]","[0, 0, 2, 2]","[0, 0, 1, 1]","[0, 0, 2, 2]",,,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
surprise || . || but || you,surpris || . || but || you,4,1,"[0, 0, 2, 2]","[0, 0, 2, 2]","[0, 0, 1, 1]","[0, 0, 2, 2]",,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
surprise || . || but || you,surpris || . || but || you,4,1,"[0, 0, 2, 2]","[0, 0, 2, 2]","[0, 0, 1, 1]","[0, 0, 2, 2]",,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
🌈 || 😀 || 🌈,🌈 || 😀 || 🌈,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
🌈 || 😀 || 🌈,🌈 || 😀 || 🌈,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
🌈 || 😀 || 🌈,🌈 || 😀 || 🌈,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
explanation || . || right || ? || what || do,explan || . || right || ? || what || do,6,1,"[1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 0]",,,,,5555,"[8, 2, 11, 4]",explanation,expla^5nation,explan,NN,"[""neutral"", 0.0]",28,"[0, 8]","[0, 6]",a,5,4,,,,,,,model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]"
explanation || . || right || ? || what || do,explan || . || right || ? || what || do,6,1,"[1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 0]",,,,,5555,"[8, 2, 11, 4]",right,ri^6ght,right,UH,"[""neutral"", 0.0]",29,"[1, 0]","[1, 0]",i,6,1,,,,,,,but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]",explanation,"[""NN"", null, ""explan""]",.,"[""symbol"", null, "".""]"
=) || 😀 || 🌈 || 😀,=) || 😀 || 🌈 || 😀,4,1,"[1, 1, 1, ""IGNOR""]","[1, 1, 1, ""IGNOR""]",,,,,7777,[19],=),=)^10,=),EMOASC,"[""positive"", 0.27]",70,"[0, 17]","[0, 15]",),10,1,,,,,,,i,"[""PRP"", null, ""i""]",realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]"
=) || 😀 || 🌈 || 😀,=) || 😀 || 🌈 || 😀,4,1,"[1, 1, 1, ""IGNOR""]","[1, 1, 1, ""IGNOR""]",,,,,7777,[19],😀,😀^5,😀,EMOIMG,"[""positive"", 0.27]",71,"[0, 18]","[0, 16]",😀,5,0,,,,,,,realy,"[""RB"", {""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}, ""reali""]",liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]"
=) || 😀 || 🌈 || 😀,=) || 😀 || 🌈 || 😀,4,1,"[1, 1, 1, ""IGNOR""]","[1, 1, 1, ""IGNOR""]",,,,,7777,[19],🌈,🌈^7,🌈,EMOIMG,"[""positive"", 0.27]",72,"[0, 19]","[0, 17]",🌈,7,0,,,,,,,liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
what || do || you || think || about,what || do || you || think || about,5,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]",,,,,5555,"[8, 2, 11, 4]",you,you^6,you,PRP,"[""neutral"", 0.0]",30,"[2, 2]","[2, 2]",u,6,2,,,,,,,.,"[""symbol"", null, "".""]",right,"[""UH"", null, ""right""]",?,"[""symbol"", null, ""?""]",what,"[""WP"", null, ""what""]",do,"[""VBP"", null, ""do""]"
"😫 || ,","😫 || ,",2,1,"[1, 0]","[1, 0]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
surprise || . || but,surpris || . || but,3,1,"[0, 0, 2]","[0, 0, 2]","[0, 0, 1]","[0, 0, 2]",,,6666,"[3, 9]",but,b^5ut,but,NNP,"[""neutral"", 0.0]",50,"[1, 0]","[1, 0]",b,5,0,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
surprise || . || but,surpris || . || but,3,1,"[0, 0, 2]","[0, 0, 2]","[0, 0, 1]","[0, 0, 2]",,,6666,"[3, 9]",but,bu^5t,but,NNP,"[""neutral"", 0.0]",51,"[1, 1]","[1, 0]",u,5,1,"[1, 0]",12,"[1, 0]","[1, 0]","{""bu^5t"": 1, ""b^5ut"": 1}",2,,,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]"
can || not || acept || . || -( || 😫,can || not || acept || . || -( || 😫,6,1,"[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1]",,,,,3333,[15],-(,-(^4,-(,EMOASC,"[""negative"", -0.7249999999999999]",21,"[0, 14]","[0, 10]",(,4,1,,,,,,,we,"[""PRP"", null, ""we""]",can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]"
can || not || acept || . || -( || 😫,can || not || acept || . || -( || 😫,6,1,"[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1]",,,,,3333,[15],😫,😫^12,😫,EMOIMG,"[""negative"", -0.7249999999999999]",22,"[0, 15]","[0, 11]",😫,12,0,,,,,,,can,"[""MD"", null, ""can""]",not,"[""RB"", null, ""not""]",acept,"[""VB"", null, ""acept""]",.,"[""symbol"", null, "".""]",-(,"[""EMOASC"", null, ""-(""]"
🌈,🌈,1,3,3,3,,,3,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
🌈,🌈,1,3,3,3,,,3,,7777,[19],🌈,🌈^7,🌈,EMOIMG,"[""positive"", 0.27]",72,"[0, 19]","[0, 17]",🌈,7,0,,,,,,,liked,"[""VBD"", null, ""like""]",it,"[""PRP"", null, ""it""]",:p,"[""EMOASC"", null, "":p""]",=),"[""EMOASC"", null, ""=)""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
🌈,🌈,1,3,3,3,,,3,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
but || it || was || also || very || pity,but || it || was || also || veri || piti,6,1,"[0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 4, 4]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
i || realy || liked,i || reali || like,3,1,"[0, 2, 0]","[0, 4, 0]","[0, 1, 0]","[0, 3, 0]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy || liked,i || reali || like,3,1,"[0, 2, 0]","[0, 4, 0]","[0, 1, 0]","[0, 3, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy || liked,i || reali || like,3,1,"[0, 2, 0]","[0, 4, 0]","[0, 1, 0]","[0, 3, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",68,"[0, 13]","[0, 11]",l,4,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
i || realy || liked,i || reali || like,3,1,"[0, 2, 0]","[0, 4, 0]","[0, 1, 0]","[0, 3, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",69,"[0, 13]","[0, 11]",y,3,4,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
but || you || but,but || you || but,3,2,"[10, 4, ""IGNOR""]","[15, 4, ""IGNOR""]","[4, 2, ""IGNOR""]","[10, 4, ""IGNOR""]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",35,"[3, 0]","[3, 0]",b,5,0,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you || but,but || you || but,3,2,"[10, 4, ""IGNOR""]","[15, 4, ""IGNOR""]","[4, 2, ""IGNOR""]","[10, 4, ""IGNOR""]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",36,"[3, 0]","[3, 0]",u,4,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you || but,but || you || but,3,2,"[10, 4, ""IGNOR""]","[15, 4, ""IGNOR""]","[4, 2, ""IGNOR""]","[10, 4, ""IGNOR""]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",37,"[3, 0]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you || but,but || you || but,3,2,"[10, 4, ""IGNOR""]","[15, 4, ""IGNOR""]","[4, 2, ""IGNOR""]","[10, 4, ""IGNOR""]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",38,"[3, 1]","[3, 0]",u,5,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
but || you || but,but || you || but,3,2,"[10, 4, ""IGNOR""]","[15, 4, ""IGNOR""]","[4, 2, ""IGNOR""]","[10, 4, ""IGNOR""]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",39,"[3, 1]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
